ID,plate,well,row,col,tip,rep,rwell,transfer_n,turnover_strain,treatment_with,turnover_id,infection_to_well,infection_to_well_id,transfer_from_well_id,transfer_to_well_id,exclude,pheno_str,pheno_num,phenotype,strategy
t7_P6_C18,6,66,C,18,2,2,21,7,,A,,37.0,t8_P6_G2,t6_P6_C18,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_D17,6,89,D,17,2,1,21,7,,A,,37.0,t8_P6_H1,t6_P6_D17,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_D18,6,90,D,18,2,3,21,7,,A,,37.0,t8_P6_H2,t6_P6_D18,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_C19,6,67,C,19,2,0,22,7,A_r,B,t7_S_G9,,,,,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_C20,6,68,C,20,2,2,22,7,A_r,B,t7_S_G10,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_D19,6,91,D,19,2,1,22,7,A_r,B,t7_S_H9,,,,,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_D20,6,92,D,20,2,3,22,7,A_r,B,t7_S_H10,,,,,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_C21,6,69,C,21,2,0,23,7,,A,,14.0,t8_P6_C3,t6_P6_C21,t8_P6_C21,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_C22,6,70,C,22,2,2,23,7,,A,,14.0,t8_P6_C4,t6_P6_C22,t8_P6_C22,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_D21,6,93,D,21,2,1,23,7,,A,,14.0,t8_P6_D3,t6_P6_D21,t8_P6_D21,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_D22,6,94,D,22,2,3,23,7,,A,,14.0,t8_P6_D4,t6_P6_D22,t8_P6_D22,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_C23,6,71,C,23,2,0,24,7,,B,,,,t6_P6_C23,t8_P6_C23,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_C24,6,72,C,24,2,2,24,7,,B,,,,t6_P6_C24,t8_P6_C24,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_D23,6,95,D,23,2,1,24,7,,B,,,,t6_P6_D23,t8_P6_D23,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_D24,6,96,D,24,2,3,24,7,,B,,,,t6_P6_D24,t8_P6_D24,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_E1,6,97,E,1,3,0,25,7,,A,,64.0,t8_P6_K7,t6_P6_E1,t8_P6_E1,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E2,6,98,E,2,3,2,25,7,,A,,64.0,t8_P6_K8,t6_P6_E2,t8_P6_E2,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F1,6,121,F,1,3,1,25,7,,A,,64.0,t8_P6_L7,t6_P6_F1,t8_P6_F1,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F2,6,122,F,2,3,3,25,7,,A,,64.0,t8_P6_L8,t6_P6_F2,t8_P6_F2,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E3,6,99,E,3,3,0,26,7,,B,,,,t6_P6_E3,t8_P6_E3,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E4,6,100,E,4,3,2,26,7,,B,,,,t6_P6_E4,t8_P6_E4,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F3,6,123,F,3,3,1,26,7,,B,,,,t6_P6_F3,t8_P6_F3,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F4,6,124,F,4,3,3,26,7,,B,,,,t6_P6_F4,t8_P6_F4,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E5,6,101,E,5,3,0,27,7,,A,,4.0,t8_P6_A7,t6_P6_E5,t8_P6_E5,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E6,6,102,E,6,3,2,27,7,,A,,4.0,t8_P6_A8,t6_P6_E6,t8_P6_E6,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F5,6,125,F,5,3,1,27,7,,A,,4.0,t8_P6_B7,t6_P6_F5,t8_P6_F5,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F6,6,126,F,6,3,3,27,7,,A,,4.0,t8_P6_B8,t6_P6_F6,t8_P6_F6,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E7,6,103,E,7,3,0,28,7,,B,,,,t6_P6_E7,t8_P6_E7,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E8,6,104,E,8,3,2,28,7,,B,,,,t6_P6_E8,t8_P6_E8,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F7,6,127,F,7,3,1,28,7,,B,,,,t6_P6_F7,t8_P6_F7,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F8,6,128,F,8,3,3,28,7,,B,,,,t6_P6_F8,t8_P6_F8,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E9,6,105,E,9,3,0,29,7,A_r,A,t7_S_G9,,,,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_E10,6,106,E,10,3,2,29,7,A_r,A,t7_S_G10,,,,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_F9,6,129,F,9,3,1,29,7,A_r,A,t7_S_H9,,,,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_F10,6,130,F,10,3,3,29,7,A_r,A,t7_S_H10,,,,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_E11,6,107,E,11,3,0,30,7,,B,,71.0,t8_P6_K21,t6_P6_E11,t8_P6_E11,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_E12,6,108,E,12,3,2,30,7,,B,,71.0,t8_P6_K22,t6_P6_E12,t8_P6_E12,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_F11,6,131,F,11,3,1,30,7,,B,,71.0,t8_P6_L21,t6_P6_F11,t8_P6_F11,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_F12,6,132,F,12,3,3,30,7,,B,,71.0,t8_P6_L22,t6_P6_F12,t8_P6_F12,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_E13,6,109,E,13,3,0,31,7,A_r,B,t7_S_G9,,,,t8_P6_E13,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_E14,6,110,E,14,3,2,31,7,A_r,B,t7_S_G10,,,,t8_P6_E14,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_F13,6,133,F,13,3,1,31,7,A_r,B,t7_S_H9,,,,t8_P6_F13,,['0' '1' '0' '0'],4,Fishy,Mixing
t7_P6_F14,6,134,F,14,3,3,31,7,A_r,B,t7_S_H10,,,,t8_P6_F14,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_E15,6,111,E,15,3,0,32,7,,B,,,,t6_P6_E15,t8_P6_E15,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E16,6,112,E,16,3,2,32,7,,B,,,,t6_P6_E16,t8_P6_E16,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F15,6,135,F,15,3,1,32,7,,B,,,,t6_P6_F15,t8_P6_F15,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F16,6,136,F,16,3,3,32,7,,B,,,,t6_P6_F16,t8_P6_F16,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E17,6,113,E,17,3,0,33,7,,A,,,,t6_P6_E17,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E18,6,114,E,18,3,2,33,7,,A,,,,t6_P6_E18,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F17,6,137,F,17,3,1,33,7,,A,,,,t6_P6_F17,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F18,6,138,F,18,3,3,33,7,,A,,,,t6_P6_F18,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E19,6,115,E,19,3,0,34,7,A_r,B,t7_S_G9,88.0,t8_P6_O7,,t8_P6_E19,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E20,6,116,E,20,3,2,34,7,A_r,B,t7_S_G10,88.0,t8_P6_O8,,t8_P6_E20,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F19,6,139,F,19,3,1,34,7,A_r,B,t7_S_H9,88.0,t8_P6_P7,,t8_P6_F19,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_F20,6,140,F,20,3,3,34,7,A_r,B,t7_S_H10,88.0,t8_P6_P8,,t8_P6_F20,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_E21,6,117,E,21,3,0,35,7,,A,,,,t6_P6_E21,t8_P6_E21,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E22,6,118,E,22,3,2,35,7,,A,,,,t6_P6_E22,t8_P6_E22,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F21,6,141,F,21,3,1,35,7,,A,,,,t6_P6_F21,t8_P6_F21,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_F22,6,142,F,22,3,3,35,7,,A,,,,t6_P6_F22,t8_P6_F22,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_E23,6,119,E,23,3,0,36,7,B_r,B,t7_S_G13,,,,,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_E24,6,120,E,24,3,2,36,7,B_r,B,t7_S_G14,,,,,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_F23,6,143,F,23,3,1,36,7,B_r,B,t7_S_H13,,,,,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_F24,6,144,F,24,3,3,36,7,B_r,B,t7_S_H14,,,,,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_G1,6,145,G,1,4,0,37,7,,B,,,,t6_P6_G1,t8_P6_G1,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G2,6,146,G,2,4,2,37,7,,B,,,,t6_P6_G2,t8_P6_G2,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H1,6,169,H,1,4,1,37,7,,B,,,,t6_P6_H1,t8_P6_H1,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H2,6,170,H,2,4,3,37,7,,B,,,,t6_P6_H2,t8_P6_H2,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G3,6,147,G,3,4,0,38,7,,A,,,,t6_P6_G3,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G4,6,148,G,4,4,2,38,7,,A,,,,t6_P6_G4,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H3,6,171,H,3,4,1,38,7,,A,,,,t6_P6_H3,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H4,6,172,H,4,4,3,38,7,,A,,,,t6_P6_H4,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G5,6,149,G,5,4,0,39,7,B_r,A,t7_S_G13,18.0,t8_P6_C11,,t8_P6_G5,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G6,6,150,G,6,4,2,39,7,B_r,A,t7_S_G14,18.0,t8_P6_C12,,t8_P6_G6,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H5,6,173,H,5,4,1,39,7,B_r,A,t7_S_H13,18.0,t8_P6_D11,,t8_P6_H5,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H6,6,174,H,6,4,3,39,7,B_r,A,t7_S_H14,18.0,t8_P6_D12,,t8_P6_H6,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G7,6,151,G,7,4,0,40,7,,B,,,,t6_P6_G7,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G8,6,152,G,8,4,2,40,7,,B,,,,t6_P6_G8,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H7,6,175,H,7,4,1,40,7,,B,,,,t6_P6_H7,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H8,6,176,H,8,4,3,40,7,,B,,,,t6_P6_H8,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G9,6,153,G,9,4,0,41,7,A_r,A,t7_S_G9,,,,t8_P6_G9,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G10,6,154,G,10,4,2,41,7,A_r,A,t7_S_G10,,,,t8_P6_G10,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H9,6,177,H,9,4,1,41,7,A_r,A,t7_S_H9,,,,t8_P6_H9,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H10,6,178,H,10,4,3,41,7,A_r,A,t7_S_H10,,,,t8_P6_H10,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G11,6,155,G,11,4,0,42,7,,B,,,,t6_P6_G11,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_G12,6,156,G,12,4,2,42,7,,B,,,,t6_P6_G12,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_H11,6,179,H,11,4,1,42,7,,B,,,,t6_P6_H11,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_H12,6,180,H,12,4,3,42,7,,B,,,,t6_P6_H12,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_G13,6,157,G,13,4,0,43,7,B_r,A,t7_S_G13,50.0,t8_P6_I3,,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G14,6,158,G,14,4,2,43,7,B_r,A,t7_S_G14,50.0,t8_P6_I4,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H13,6,181,H,13,4,1,43,7,B_r,A,t7_S_H13,50.0,t8_P6_J3,,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H14,6,182,H,14,4,3,43,7,B_r,A,t7_S_H14,50.0,t8_P6_J4,,,,['0' '1' '1' '1'],7,A&B,Mixing
t7_P6_G15,6,159,G,15,4,0,44,7,A_r,A,t7_S_G9,,,,t8_P6_G15,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G16,6,160,G,16,4,2,44,7,A_r,A,t7_S_G10,,,,t8_P6_G16,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H15,6,183,H,15,4,1,44,7,A_r,A,t7_S_H9,,,,t8_P6_H15,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H16,6,184,H,16,4,3,44,7,A_r,A,t7_S_H10,,,,t8_P6_H16,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G17,6,161,G,17,4,0,45,7,A_r,B,t7_S_G9,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G18,6,162,G,18,4,2,45,7,A_r,B,t7_S_G10,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H17,6,185,H,17,4,1,45,7,A_r,B,t7_S_H9,,,,,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_H18,6,186,H,18,4,3,45,7,A_r,B,t7_S_H10,,,,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G19,6,163,G,19,4,0,46,7,B_r,A,t7_S_G13,,,,t8_P6_G19,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G20,6,164,G,20,4,2,46,7,B_r,A,t7_S_G14,,,,t8_P6_G20,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H19,6,187,H,19,4,1,46,7,B_r,A,t7_S_H13,,,,t8_P6_H19,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H20,6,188,H,20,4,3,46,7,B_r,A,t7_S_H14,,,,t8_P6_H20,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G21,6,165,G,21,4,0,47,7,B_r,A,t7_S_G13,,,,t8_P6_G21,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G22,6,166,G,22,4,2,47,7,B_r,A,t7_S_G14,,,,t8_P6_G22,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H21,6,189,H,21,4,1,47,7,B_r,A,t7_S_H13,,,,t8_P6_H21,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_H22,6,190,H,22,4,3,47,7,B_r,A,t7_S_H14,,,,t8_P6_H22,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_G23,6,167,G,23,4,0,48,7,,A,,,,t6_P6_G23,t8_P6_G23,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_G24,6,168,G,24,4,2,48,7,,A,,,,t6_P6_G24,t8_P6_G24,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H23,6,191,H,23,4,1,48,7,,A,,,,t6_P6_H23,t8_P6_H23,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_H24,6,192,H,24,4,3,48,7,,A,,,,t6_P6_H24,t8_P6_H24,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_I1,6,193,I,1,5,0,49,7,,A,,,,t6_P6_I1,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I2,6,194,I,2,5,2,49,7,,A,,,,t6_P6_I2,,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_J1,6,217,J,1,5,1,49,7,,A,,,,t6_P6_J1,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J2,6,218,J,2,5,3,49,7,,A,,,,t6_P6_J2,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I3,6,195,I,3,5,0,50,7,B_r,A,t7_S_G13,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I4,6,196,I,4,5,2,50,7,B_r,A,t7_S_G14,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J3,6,219,J,3,5,1,50,7,B_r,A,t7_S_H13,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J4,6,220,J,4,5,3,50,7,B_r,A,t7_S_H14,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I5,6,197,I,5,5,0,51,7,B_r,A,t7_S_G13,77.0,t8_P6_M9,,t8_P6_I5,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I6,6,198,I,6,5,2,51,7,B_r,A,t7_S_G14,77.0,t8_P6_M10,,t8_P6_I6,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J5,6,221,J,5,5,1,51,7,B_r,A,t7_S_H13,77.0,t8_P6_N9,,t8_P6_J5,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J6,6,222,J,6,5,3,51,7,B_r,A,t7_S_H14,77.0,t8_P6_N10,,t8_P6_J6,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I7,6,199,I,7,5,0,52,7,B_r,A,t7_S_G13,,,,t8_P6_I7,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I8,6,200,I,8,5,2,52,7,B_r,A,t7_S_G14,,,,t8_P6_I8,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J7,6,223,J,7,5,1,52,7,B_r,A,t7_S_H13,,,,t8_P6_J7,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J8,6,224,J,8,5,3,52,7,B_r,A,t7_S_H14,,,,t8_P6_J8,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I9,6,201,I,9,5,0,53,7,,A,,,,t6_P6_I9,t8_P6_I9,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I10,6,202,I,10,5,2,53,7,,A,,,,t6_P6_I10,t8_P6_I10,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J9,6,225,J,9,5,1,53,7,,A,,,,t6_P6_J9,t8_P6_J9,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J10,6,226,J,10,5,3,53,7,,A,,,,t6_P6_J10,t8_P6_J10,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I11,6,203,I,11,5,0,54,7,,B,,,,t6_P6_I11,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I12,6,204,I,12,5,2,54,7,,B,,,,t6_P6_I12,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J11,6,227,J,11,5,1,54,7,,B,,,,t6_P6_J11,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J12,6,228,J,12,5,3,54,7,,B,,,,t6_P6_J12,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I13,6,205,I,13,5,0,55,7,,A,,,,t6_P6_I13,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I14,6,206,I,14,5,2,55,7,,A,,,,t6_P6_I14,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J13,6,229,J,13,5,1,55,7,,A,,,,t6_P6_J13,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_J14,6,230,J,14,5,3,55,7,,A,,,,t6_P6_J14,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I15,6,207,I,15,5,0,56,7,B_r,B,t7_S_G13,87.0,t8_P6_O5,,t8_P6_I15,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_I16,6,208,I,16,5,2,56,7,B_r,B,t7_S_G14,87.0,t8_P6_O6,,t8_P6_I16,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_J15,6,231,J,15,5,1,56,7,B_r,B,t7_S_H13,87.0,t8_P6_P5,,t8_P6_J15,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_J16,6,232,J,16,5,3,56,7,B_r,B,t7_S_H14,87.0,t8_P6_P6,,t8_P6_J16,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_I17,6,209,I,17,5,0,57,7,A_r,A,t7_S_G9,,,,t8_P6_I17,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_I18,6,210,I,18,5,2,57,7,A_r,A,t7_S_G10,,,,t8_P6_I18,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_J17,6,233,J,17,5,1,57,7,A_r,A,t7_S_H9,,,,t8_P6_J17,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_J18,6,234,J,18,5,3,57,7,A_r,A,t7_S_H10,,,,t8_P6_J18,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_I19,6,211,I,19,5,0,58,7,A_r,B,t7_S_G9,62.0,t8_P6_K3,,t8_P6_I19,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_I20,6,212,I,20,5,2,58,7,A_r,B,t7_S_G10,62.0,t8_P6_K4,,t8_P6_I20,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J19,6,235,J,19,5,1,58,7,A_r,B,t7_S_H9,62.0,t8_P6_L3,,t8_P6_J19,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_J20,6,236,J,20,5,3,58,7,A_r,B,t7_S_H10,62.0,t8_P6_L4,,t8_P6_J20,,['0' '0' '0' '1'],1,WT,Mixing
t7_P6_I21,6,213,I,21,5,0,59,7,,B,,52.0,t8_P6_I7,t6_P6_I21,t8_P6_I21,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_I22,6,214,I,22,5,2,59,7,,B,,52.0,t8_P6_I8,t6_P6_I22,t8_P6_I22,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_J21,6,237,J,21,5,1,59,7,,B,,52.0,t8_P6_J7,t6_P6_J21,t8_P6_J21,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_J22,6,238,J,22,5,3,59,7,,B,,52.0,t8_P6_J8,t6_P6_J22,t8_P6_J22,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_I23,6,215,I,23,5,0,60,7,A_r,B,t7_S_G9,50.0,t8_P6_I3,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_I24,6,216,I,24,5,2,60,7,A_r,B,t7_S_G10,50.0,t8_P6_I4,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J23,6,239,J,23,5,1,60,7,A_r,B,t7_S_H9,50.0,t8_P6_J3,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_J24,6,240,J,24,5,3,60,7,A_r,B,t7_S_H10,50.0,t8_P6_J4,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_K1,6,241,K,1,6,0,61,7,B_r,A,t7_S_G13,,,,t8_P6_K1,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_K2,6,242,K,2,6,2,61,7,B_r,A,t7_S_G14,,,,t8_P6_K2,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_L1,6,265,L,1,6,1,61,7,B_r,A,t7_S_H13,,,,t8_P6_L1,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_L2,6,266,L,2,6,3,61,7,B_r,A,t7_S_H14,,,,t8_P6_L2,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_K3,6,243,K,3,6,0,62,7,B_r,A,t7_S_G13,,,,t8_P6_K3,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_K4,6,244,K,4,6,2,62,7,B_r,A,t7_S_G14,,,,t8_P6_K4,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_L3,6,267,L,3,6,1,62,7,B_r,A,t7_S_H13,,,,t8_P6_L3,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_L4,6,268,L,4,6,3,62,7,B_r,A,t7_S_H14,,,,t8_P6_L4,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_K5,6,245,K,5,6,0,63,7,B_r,A,t7_S_G13,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_K6,6,246,K,6,6,2,63,7,B_r,A,t7_S_G14,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_L5,6,269,L,5,6,1,63,7,B_r,A,t7_S_H13,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_L6,6,270,L,6,6,3,63,7,B_r,A,t7_S_H14,,,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_K7,6,247,K,7,6,0,64,7,,A,,,,t6_P6_K7,t8_P6_K7,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_K8,6,248,K,8,6,2,64,7,,A,,,,t6_P6_K8,t8_P6_K8,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_L7,6,271,L,7,6,1,64,7,,A,,,,t6_P6_L7,t8_P6_L7,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_L8,6,272,L,8,6,3,64,7,,A,,,,t6_P6_L8,t8_P6_L8,,['0' '1' '0' '1'],5,A_r,Mixing
t7_P6_K9,6,249,K,9,6,0,65,7,B_r,B,t7_S_G13,,,,t8_P6_K9,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_K10,6,250,K,10,6,2,65,7,B_r,B,t7_S_G14,,,,t8_P6_K10,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_L9,6,273,L,9,6,1,65,7,B_r,B,t7_S_H13,,,,t8_P6_L9,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_L10,6,274,L,10,6,3,65,7,B_r,B,t7_S_H14,,,,t8_P6_L10,,['0' '0' '1' '1'],3,B_r,Mixing
t7_P6_K11,6,251,K,11,6,0,66,7,A_r,B,t7_S_G9,,,,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_K12,6,252,K,12,6,2,66,7,A_r,B,t7_S_G10,,,,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_L11,6,275,L,11,6,1,66,7,A_r,B,t7_S_H9,,,,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_L12,6,276,L,12,6,3,66,7,A_r,B,t7_S_H10,,,,,,['1' '1' '1' '1'],15,AB_r,Mixing
t7_P6_K13,6,253,K,13,6,0,67,7,A_r,B,t7_S_G9,63.0,t8_P6_K5,,,,['0' '0' '0' '0'],0,UI,Mixing
t7_P6_K14,6,254,K,14,6,2,67,7,A_r,B,t7_S_G10,63.0,t8_P6_K6,,,,['0' '0' '0' '0'],0,UI,Mixing
